card_id,user_id,created_at,card_type,status,plan_type
card_001145,u_00977,2023-04-25T00:00:00,virtual,active,free
card_001146,u_00978,2023-05-23T00:00:00,virtual,active,free
card_001147,u_00979,2024-01-12T00:00:00,virtual,active,metal
card_001148,u_00979,2024-01-10T00:00:00,physical,active,metal
card_001149,u_00980,2024-01-12T00:00:00,virtual,active,smart
card_001150,u_00981,2024-02-18T00:00:00,virtual,active,smart
card_001151,u_00982,2024-08-09T00:00:00,virtual,active,free
card_001152,u_00983,2024-01-11T00:00:00,virtual,active,metal
card_001153,u_00984,2023-03-21T00:00:00,virtual,active,free
card_001154,u_00985,2024-06-02T00:00:00,virtual,active,free
card_001155,u_00986,2024-07-21T00:00:00,virtual,active,free
card_001156,u_00987,2024-10-02T00:00:00,virtual,active,smart
card_001157,u_00988,2023-05-17T00:00:00,virtual,active,free
card_001158,u_00989,2024-02-11T00:00:00,virtual,active,free
card_001159,u_00990,2023-12-14T00:00:00,virtual,active,free
card_001160,u_00991,2023-05-29T00:00:00,virtual,active,free
card_001161,u_00992,2024-09-13T00:00:00,virtual,blocked,free
card_001162,u_00993,2024-05-30T00:00:00,virtual,active,metal
card_001163,u_00993,2024-05-31T00:00:00,physical,blocked,metal
card_001164,u_00994,2023-02-18T00:00:00,virtual,active,free
card_001165,u_00995,2023-05-21T00:00:00,virtual,active,free
card_001166,u_00996,2024-05-04T00:00:00,virtual,active,free
card_001167,u_00997,2023-06-05T00:00:00,virtual,active,free
card_001168,u_00998,2023-12-04T00:00:00,virtual,active,free
card_001169,u_00999,2023-06-17T00:00:00,virtual,active,free
card_001170,u_01000,2024-09-23T00:00:00,virtual,active,free
card_001171,u_01001,2024-08-31T00:00:00,virtual,active,smart
card_001172,u_01002,2024-06-03T00:00:00,virtual,active,free
card_001173,u_01003,2024-07-31T00:00:00,virtual,blocked,free
card_001174,u_01004,2024-05-06T00:00:00,virtual,active,free
card_001175,u_01005,2024-01-13T00:00:00,virtual,active,free
card_001176,u_01006,2024-11-21T00:00:00,virtual,active,smart
card_001177,u_01007,2024-03-03T00:00:00,virtual,active,free
card_001178,u_01008,2024-10-09T00:00:00,virtual,active,smart
card_001179,u_01009,2024-09-07T00:00:00,virtual,active,free
card_001180,u_01010,2023-09-29T00:00:00,virtual,active,smart
card_001181,u_01010,2023-09-30T00:00:00,physical,active,smart
card_001182,u_01011,2023-02-23T00:00:00,virtual,active,free
card_001183,u_01012,2023-06-29T00:00:00,virtual,active,free
card_001184,u_01013,2023-06-06T00:00:00,virtual,active,metal
card_001185,u_01013,2023-06-06T00:00:00,physical,active,metal
card_001186,u_01014,2023-02-02T00:00:00,virtual,active,smart
card_001187,u_01014,2023-02-06T00:00:00,physical,active,smart
card_001188,u_01015,2023-07-16T00:00:00,virtual,active,smart
card_001189,u_01016,2024-03-27T00:00:00,virtual,cancelled,smart
card_001190,u_01016,2024-03-30T00:00:00,physical,active,smart
card_001191,u_01017,2024-03-05T00:00:00,virtual,active,free
card_001192,u_01018,2024-03-03T00:00:00,virtual,active,free
card_001193,u_01019,2024-02-28T00:00:00,virtual,active,smart
card_001194,u_01019,2024-02-26T00:00:00,physical,cancelled,smart
card_001195,u_01020,2023-03-05T00:00:00,virtual,active,smart
card_001196,u_01021,2024-06-15T00:00:00,virtual,active,free
card_001197,u_01022,2024-08-01T00:00:00,virtual,active,free
card_001198,u_01023,2024-11-12T00:00:00,virtual,active,smart
card_001199,u_01023,2024-11-10T00:00:00,physical,active,smart
card_001200,u_01024,2024-06-26T00:00:00,virtual,blocked,free
card_001201,u_01025,2023-11-21T00:00:00,virtual,active,free
card_001202,u_01026,2024-04-20T00:00:00,virtual,active,free
card_001203,u_01027,2024-07-13T00:00:00,virtual,blocked,metal
card_001204,u_01028,2024-11-25T00:00:00,virtual,cancelled,free
card_001205,u_01029,2024-09-21T00:00:00,virtual,active,free
card_001206,u_01030,2023-07-21T00:00:00,virtual,active,free
card_001207,u_01031,2023-10-17T00:00:00,virtual,active,smart
card_001208,u_01031,2023-10-18T00:00:00,physical,active,smart
card_001209,u_01032,2023-08-19T00:00:00,virtual,active,smart
card_001210,u_01032,2023-08-24T00:00:00,physical,active,smart
card_001211,u_01033,2023-10-27T00:00:00,virtual,active,free
card_001212,u_01034,2024-05-16T00:00:00,virtual,cancelled,free
card_001213,u_01035,2024-05-09T00:00:00,virtual,active,smart
card_001214,u_01035,2024-05-07T00:00:00,physical,active,smart
card_001215,u_01036,2024-07-30T00:00:00,virtual,active,free
card_001216,u_01037,2023-10-24T00:00:00,virtual,active,free
card_001217,u_01038,2024-08-14T00:00:00,virtual,active,free
card_001218,u_01039,2024-02-09T00:00:00,virtual,active,free
card_001219,u_01040,2023-05-30T00:00:00,virtual,active,metal
card_001220,u_01041,2023-02-16T00:00:00,virtual,active,free
card_001221,u_01042,2023-03-26T00:00:00,virtual,active,free
card_001222,u_01043,2024-03-31T00:00:00,virtual,active,free
card_001223,u_01044,2024-05-06T00:00:00,virtual,active,smart
card_001224,u_01045,2023-07-31T00:00:00,virtual,active,free
card_001225,u_01046,2024-08-03T00:00:00,virtual,active,smart
card_001226,u_01047,2023-05-22T00:00:00,virtual,active,free
card_001227,u_01048,2024-09-22T00:00:00,virtual,active,smart
card_001228,u_01048,2024-09-22T00:00:00,physical,active,smart
card_001229,u_01049,2023-09-11T00:00:00,virtual,active,free
card_001230,u_01050,2024-11-16T00:00:00,virtual,active,free
card_001231,u_01051,2024-10-16T00:00:00,virtual,active,free
card_001232,u_01052,2023-02-27T00:00:00,virtual,active,free
card_001233,u_01053,2024-03-04T00:00:00,virtual,active,free
card_001234,u_01054,2024-05-03T00:00:00,virtual,active,free
card_001235,u_01055,2024-11-28T00:00:00,virtual,active,smart
card_001236,u_01056,2023-01-10T00:00:00,virtual,cancelled,smart
card_001237,u_01056,2023-01-11T00:00:00,physical,active,smart
card_001238,u_01057,2024-02-25T00:00:00,virtual,active,free
card_001239,u_01058,2024-05-08T00:00:00,virtual,active,smart
card_001240,u_01058,2024-05-07T00:00:00,physical,active,smart
card_001241,u_01059,2023-10-23T00:00:00,virtual,active,free
card_001242,u_01060,2023-10-21T00:00:00,virtual,active,smart
card_001243,u_01060,2023-10-21T00:00:00,physical,active,smart
card_001244,u_01061,2023-04-03T00:00:00,virtual,active,smart
card_001245,u_01061,2023-04-06T00:00:00,physical,active,smart
card_001246,u_01062,2024-07-03T00:00:00,virtual,active,free
card_001247,u_01063,2023-06-29T00:00:00,virtual,active,free
card_001248,u_01064,2023-07-02T00:00:00,virtual,active,free
card_001249,u_01065,2024-02-14T00:00:00,virtual,active,free
card_001250,u_01066,2023-07-13T00:00:00,virtual,active,free
card_001251,u_01067,2023-02-09T00:00:00,virtual,active,free
card_001252,u_01068,2023-11-07T00:00:00,virtual,active,free
card_001253,u_01069,2023-12-12T00:00:00,virtual,active,free
card_001254,u_01070,2024-04-12T00:00:00,virtual,active,free
card_001255,u_01071,2023-05-18T00:00:00,virtual,active,free
card_001256,u_01072,2023-10-09T00:00:00,virtual,active,smart
card_001257,u_01072,2023-10-09T00:00:00,physical,blocked,smart
card_001258,u_01073,2023-04-28T00:00:00,virtual,active,free
card_001259,u_01074,2023-06-21T00:00:00,virtual,active,free
card_001260,u_01075,2024-10-30T00:00:00,virtual,active,free
card_001261,u_01076,2023-07-11T00:00:00,virtual,active,smart
card_001262,u_01076,2023-07-10T00:00:00,physical,active,smart
card_001263,u_01077,2023-12-12T00:00:00,virtual,active,free
card_001264,u_01078,2024-08-09T00:00:00,virtual,active,free
card_001265,u_01079,2023-07-01T00:00:00,virtual,active,metal
card_001266,u_01079,2023-07-04T00:00:00,physical,active,metal
card_001267,u_01080,2024-03-13T00:00:00,virtual,active,free
card_001268,u_01081,2023-04-02T00:00:00,virtual,active,smart
card_001269,u_01081,2023-04-01T00:00:00,physical,cancelled,smart
card_001270,u_01082,2024-11-20T00:00:00,virtual,active,free
card_001271,u_01083,2023-07-10T00:00:00,virtual,blocked,free
card_001272,u_01084,2024-05-04T00:00:00,virtual,active,free
card_001273,u_01085,2023-09-14T00:00:00,virtual,active,free
card_001274,u_01086,2023-09-25T00:00:00,virtual,active,smart
card_001275,u_01087,2023-09-01T00:00:00,virtual,blocked,smart
card_001276,u_01087,2023-09-01T00:00:00,physical,active,smart
card_001277,u_01088,2023-10-01T00:00:00,virtual,active,smart
card_001278,u_01089,2023-11-09T00:00:00,virtual,active,free
card_001279,u_01090,2023-09-25T00:00:00,virtual,blocked,free
card_001280,u_01091,2023-09-01T00:00:00,virtual,blocked,smart
card_001281,u_01092,2024-11-18T00:00:00,virtual,active,free
card_001282,u_01093,2024-04-26T00:00:00,virtual,active,free
card_001283,u_01094,2023-06-16T00:00:00,virtual,active,free
card_001284,u_01095,2024-06-02T00:00:00,virtual,active,free
card_001285,u_01096,2023-05-02T00:00:00,virtual,active,free
card_001286,u_01097,2024-01-17T00:00:00,virtual,active,metal
card_001287,u_01097,2024-01-15T00:00:00,physical,active,metal
card_001288,u_01098,2023-08-13T00:00:00,virtual,active,free
card_001289,u_01099,2024-05-04T00:00:00,virtual,active,metal
card_001290,u_01100,2024-04-11T00:00:00,virtual,active,free
card_001291,u_01101,2024-03-04T00:00:00,virtual,active,free
card_001292,u_01102,2024-07-09T00:00:00,virtual,blocked,metal
card_001293,u_01103,2023-09-14T00:00:00,virtual,active,free
card_001294,u_01104,2024-06-27T00:00:00,virtual,active,free
card_001295,u_01105,2024-06-28T00:00:00,virtual,active,free
card_001296,u_01106,2023-03-25T00:00:00,virtual,active,free
card_001297,u_01107,2023-03-10T00:00:00,virtual,active,free
card_001298,u_01108,2024-08-14T00:00:00,virtual,active,smart
card_001299,u_01108,2024-08-14T00:00:00,physical,active,smart
card_001300,u_01109,2023-06-23T00:00:00,virtual,active,free
card_001301,u_01110,2024-06-19T00:00:00,virtual,blocked,metal
card_001302,u_01111,2023-05-01T00:00:00,virtual,active,free
card_001303,u_01112,2024-08-23T00:00:00,virtual,active,free
card_001304,u_01113,2023-04-07T00:00:00,virtual,active,free
card_001305,u_01114,2023-03-01T00:00:00,virtual,active,smart
card_001306,u_01114,2023-03-01T00:00:00,physical,active,smart
card_001307,u_01115,2023-05-21T00:00:00,virtual,active,free
card_001308,u_01116,2024-04-15T00:00:00,virtual,active,metal
card_001309,u_01117,2024-07-30T00:00:00,virtual,active,free
card_001310,u_01118,2024-11-19T00:00:00,virtual,active,metal
card_001311,u_01118,2024-11-24T00:00:00,physical,active,metal
card_001312,u_01119,2023-01-28T00:00:00,virtual,active,smart
card_001313,u_01120,2023-09-19T00:00:00,virtual,active,free
card_001314,u_01121,2023-08-12T00:00:00,virtual,active,free
card_001315,u_01122,2023-02-21T00:00:00,virtual,blocked,free
card_001316,u_01123,2023-12-20T00:00:00,virtual,active,free
card_001317,u_01124,2024-07-12T00:00:00,virtual,blocked,smart
card_001318,u_01125,2023-03-15T00:00:00,virtual,active,free
card_001319,u_01126,2023-02-05T00:00:00,virtual,active,free
card_001320,u_01127,2024-02-28T00:00:00,virtual,blocked,smart
card_001321,u_01127,2024-02-23T00:00:00,physical,active,smart
card_001322,u_01128,2023-05-24T00:00:00,virtual,active,free
card_001323,u_01129,2024-01-21T00:00:00,virtual,active,free
card_001324,u_01130,2024-04-08T00:00:00,virtual,active,free
card_001325,u_01131,2024-01-20T00:00:00,virtual,active,smart
card_001326,u_01131,2024-01-24T00:00:00,physical,active,smart
card_001327,u_01132,2024-12-05T00:00:00,virtual,active,smart
card_001328,u_01133,2024-11-04T00:00:00,virtual,active,free
card_001329,u_01134,2023-05-05T00:00:00,virtual,active,free
card_001330,u_01135,2024-07-04T00:00:00,virtual,active,free
card_001331,u_01136,2024-06-30T00:00:00,virtual,active,free
card_001332,u_01137,2023-08-18T00:00:00,virtual,active,free
card_001333,u_01138,2023-01-27T00:00:00,virtual,active,metal
card_001334,u_01139,2024-04-21T00:00:00,virtual,cancelled,free
card_001335,u_01140,2024-06-28T00:00:00,virtual,active,metal
card_001336,u_01141,2023-08-29T00:00:00,virtual,active,smart
card_001337,u_01142,2024-04-18T00:00:00,virtual,active,free
card_001338,u_01143,2023-06-08T00:00:00,virtual,active,free
card_001339,u_01144,2023-07-18T00:00:00,virtual,active,smart
card_001340,u_01144,2023-07-16T00:00:00,physical,blocked,smart
card_001341,u_01145,2023-02-05T00:00:00,virtual,active,metal
card_001342,u_01146,2024-09-24T00:00:00,virtual,active,smart
card_001343,u_01146,2024-09-21T00:00:00,physical,active,smart
card_001344,u_01147,2023-09-09T00:00:00,virtual,active,free
card_001345,u_01148,2023-03-12T00:00:00,virtual,active,free
card_001346,u_01149,2024-09-02T00:00:00,virtual,active,free
card_001347,u_01150,2024-04-07T00:00:00,virtual,active,free
card_001348,u_01151,2023-09-08T00:00:00,virtual,active,metal
card_001349,u_01152,2024-02-20T00:00:00,virtual,active,smart
card_001350,u_01153,2023-08-31T00:00:00,virtual,cancelled,free
card_001351,u_01154,2023-03-03T00:00:00,virtual,cancelled,free
card_001352,u_01155,2024-06-03T00:00:00,virtual,active,free
card_001353,u_01156,2023-09-01T00:00:00,virtual,active,free
card_001354,u_01157,2024-08-18T00:00:00,virtual,active,free
card_001355,u_01158,2023-09-02T00:00:00,virtual,active,free
card_001356,u_01159,2023-05-28T00:00:00,virtual,active,free
card_001357,u_01160,2024-03-04T00:00:00,virtual,active,smart
card_001358,u_01160,2024-03-03T00:00:00,physical,active,smart
card_001359,u_01161,2023-10-11T00:00:00,virtual,blocked,smart
card_001360,u_01161,2023-10-13T00:00:00,physical,active,smart
card_001361,u_01162,2024-07-29T00:00:00,virtual,active,smart
card_001362,u_01162,2024-07-29T00:00:00,physical,blocked,smart
card_001363,u_01163,2024-10-07T00:00:00,virtual,active,free
card_001364,u_01164,2024-07-23T00:00:00,virtual,active,free
card_001365,u_01165,2023-02-19T00:00:00,virtual,active,free
card_001366,u_01166,2024-10-24T00:00:00,virtual,active,free
card_001367,u_01167,2024-06-23T00:00:00,virtual,active,free
card_001368,u_01168,2024-03-02T00:00:00,virtual,active,free
card_001369,u_01169,2023-06-02T00:00:00,virtual,active,free
card_001370,u_01170,2024-01-23T00:00:00,virtual,active,smart
card_001371,u_01170,2024-01-21T00:00:00,physical,active,smart
card_001372,u_01171,2024-07-04T00:00:00,virtual,active,metal
card_001373,u_01172,2023-09-06T00:00:00,virtual,active,free
card_001374,u_01173,2023-11-05T00:00:00,virtual,active,free
card_001375,u_01174,2024-04-19T00:00:00,virtual,active,free
card_001376,u_01175,2024-07-31T00:00:00,virtual,active,free
card_001377,u_01176,2024-03-05T00:00:00,virtual,blocked,smart
card_001378,u_01176,2024-03-02T00:00:00,physical,active,smart
card_001379,u_01177,2024-02-03T00:00:00,virtual,active,smart
card_001380,u_01177,2024-02-03T00:00:00,physical,active,smart
card_001381,u_01178,2023-09-21T00:00:00,virtual,active,free
card_001382,u_01179,2023-12-06T00:00:00,virtual,active,free
card_001383,u_01180,2024-04-06T00:00:00,virtual,cancelled,free
card_001384,u_01181,2023-04-06T00:00:00,virtual,active,free
card_001385,u_01182,2023-02-26T00:00:00,virtual,active,metal
card_001386,u_01183,2024-01-24T00:00:00,virtual,active,free
card_001387,u_01184,2023-03-20T00:00:00,virtual,active,free
card_001388,u_01185,2024-08-28T00:00:00,virtual,cancelled,free
card_001389,u_01186,2024-05-07T00:00:00,virtual,cancelled,free
card_001390,u_01187,2023-12-09T00:00:00,virtual,active,free
card_001391,u_01188,2023-01-21T00:00:00,virtual,cancelled,free
card_001392,u_01189,2023-07-14T00:00:00,virtual,active,smart
card_001393,u_01189,2023-07-14T00:00:00,physical,active,smart
card_001394,u_01190,2024-05-10T00:00:00,virtual,active,free
card_001395,u_01191,2024-09-14T00:00:00,virtual,active,smart
card_001396,u_01192,2024-02-13T00:00:00,virtual,active,smart
card_001397,u_01193,2024-07-21T00:00:00,virtual,blocked,free
card_001398,u_01194,2023-10-17T00:00:00,virtual,active,free
card_001399,u_01195,2024-04-26T00:00:00,virtual,active,free
card_001400,u_01196,2023-11-16T00:00:00,virtual,active,free
card_001401,u_01197,2024-01-05T00:00:00,virtual,active,smart
card_001402,u_01198,2024-04-22T00:00:00,virtual,active,free
card_001403,u_01199,2024-04-27T00:00:00,virtual,active,free
card_001404,u_01200,2023-08-01T00:00:00,virtual,active,free
card_001405,u_01201,2023-11-22T00:00:00,virtual,active,metal
card_001406,u_01201,2023-11-17T00:00:00,physical,active,metal
card_001407,u_01202,2023-02-21T00:00:00,virtual,active,free
card_001408,u_01203,2023-06-01T00:00:00,virtual,active,free
card_001409,u_01204,2023-09-30T00:00:00,virtual,cancelled,smart
card_001410,u_01205,2023-11-03T00:00:00,virtual,active,smart
card_001411,u_01205,2023-10-31T00:00:00,physical,active,smart
card_001412,u_01206,2023-07-21T00:00:00,virtual,active,free
card_001413,u_01207,2023-08-24T00:00:00,virtual,cancelled,smart
card_001414,u_01207,2023-08-27T00:00:00,physical,blocked,smart
card_001415,u_01208,2024-08-06T00:00:00,virtual,active,smart
card_001416,u_01208,2024-08-08T00:00:00,physical,cancelled,smart
card_001417,u_01209,2024-05-26T00:00:00,virtual,active,free
card_001418,u_01210,2023-09-21T00:00:00,virtual,active,free
card_001419,u_01211,2024-10-24T00:00:00,virtual,blocked,free
card_001420,u_01212,2024-04-17T00:00:00,virtual,active,metal
card_001421,u_01212,2024-04-16T00:00:00,physical,active,metal
card_001422,u_01213,2023-12-31T00:00:00,virtual,active,metal
card_001423,u_01213,2023-12-29T00:00:00,physical,active,metal
card_001424,u_01214,2023-05-29T00:00:00,virtual,active,free
card_001425,u_01215,2023-07-12T00:00:00,virtual,active,metal
card_001426,u_01215,2023-07-11T00:00:00,physical,active,metal
card_001427,u_01216,2024-06-25T00:00:00,virtual,cancelled,free
card_001428,u_01217,2023-03-20T00:00:00,virtual,active,free
card_001429,u_01218,2023-01-10T00:00:00,virtual,active,free
card_001430,u_01219,2023-05-25T00:00:00,virtual,cancelled,free
card_001431,u_01220,2023-03-13T00:00:00,virtual,cancelled,free
card_001432,u_01221,2023-01-13T00:00:00,virtual,active,smart
card_001433,u_01221,2023-01-13T00:00:00,physical,active,smart
card_001434,u_01222,2024-06-04T00:00:00,virtual,active,free
card_001435,u_01223,2024-01-18T00:00:00,virtual,active,free
card_001436,u_01224,2024-09-24T00:00:00,virtual,active,free
card_001437,u_01225,2024-11-08T00:00:00,virtual,active,free
card_001438,u_01226,2023-01-21T00:00:00,virtual,active,free
card_001439,u_01227,2024-06-30T00:00:00,virtual,active,metal
card_001440,u_01228,2023-01-13T00:00:00,virtual,active,smart
card_001441,u_01228,2023-01-16T00:00:00,physical,active,smart
card_001442,u_01229,2024-06-26T00:00:00,virtual,active,free
card_001443,u_01230,2024-07-03T00:00:00,virtual,active,smart
card_001444,u_01231,2023-01-23T00:00:00,virtual,active,free
card_001445,u_01232,2023-07-04T00:00:00,virtual,active,free
card_001446,u_01233,2023-04-11T00:00:00,virtual,active,free
card_001447,u_01234,2023-09-07T00:00:00,virtual,active,free
card_001448,u_01235,2024-09-28T00:00:00,virtual,active,smart
card_001449,u_01236,2023-12-31T00:00:00,virtual,active,smart
card_001450,u_01236,2023-12-29T00:00:00,physical,blocked,smart
card_001451,u_01237,2024-02-15T00:00:00,virtual,active,free
card_001452,u_01238,2024-01-19T00:00:00,virtual,active,free
card_001453,u_01239,2024-04-19T00:00:00,virtual,active,free
card_001454,u_01240,2023-08-25T00:00:00,virtual,active,free
card_001455,u_01241,2024-12-04T00:00:00,virtual,active,free
card_001456,u_01242,2024-11-02T00:00:00,virtual,active,metal
card_001457,u_01242,2024-11-02T00:00:00,physical,blocked,metal
card_001458,u_01243,2023-04-11T00:00:00,virtual,active,free
card_001459,u_01244,2024-01-25T00:00:00,virtual,active,free
card_001460,u_01245,2024-07-24T00:00:00,virtual,active,free
card_001461,u_01246,2023-03-04T00:00:00,virtual,active,smart
card_001462,u_01246,2023-03-01T00:00:00,physical,active,smart
card_001463,u_01247,2023-06-30T00:00:00,virtual,active,smart
card_001464,u_01247,2023-06-29T00:00:00,physical,active,smart
card_001465,u_01248,2024-05-29T00:00:00,virtual,blocked,metal
card_001466,u_01248,2024-05-31T00:00:00,physical,active,metal
card_001467,u_01249,2024-10-27T00:00:00,virtual,active,free
card_001468,u_01250,2024-08-07T00:00:00,virtual,active,smart
card_001469,u_01251,2024-06-27T00:00:00,virtual,active,smart
card_001470,u_01251,2024-06-29T00:00:00,physical,active,smart
card_001471,u_01252,2023-08-24T00:00:00,virtual,active,smart
card_001472,u_01253,2024-08-06T00:00:00,virtual,active,free
card_001473,u_01254,2023-10-09T00:00:00,virtual,blocked,free
card_001474,u_01255,2023-03-20T00:00:00,virtual,active,free
card_001475,u_01256,2024-07-12T00:00:00,virtual,blocked,metal
card_001476,u_01256,2024-07-14T00:00:00,physical,active,metal
card_001477,u_01257,2023-07-05T00:00:00,virtual,active,free
card_001478,u_01258,2023-01-21T00:00:00,virtual,active,free
card_001479,u_01259,2024-08-26T00:00:00,virtual,active,free
card_001480,u_01260,2024-02-15T00:00:00,virtual,active,smart
card_001481,u_01261,2023-11-08T00:00:00,virtual,active,free
card_001482,u_01262,2024-08-01T00:00:00,virtual,active,free
card_001483,u_01263,2024-08-08T00:00:00,virtual,active,free
card_001484,u_01264,2024-11-26T00:00:00,virtual,active,free
card_001485,u_01265,2024-01-30T00:00:00,virtual,active,free
card_001486,u_01266,2023-03-22T00:00:00,virtual,active,free
card_001487,u_01267,2023-02-24T00:00:00,virtual,blocked,free
card_001488,u_01268,2024-03-24T00:00:00,virtual,active,free
card_001489,u_01269,2023-03-20T00:00:00,virtual,active,metal
card_001490,u_01269,2023-03-19T00:00:00,physical,active,metal
card_001491,u_01270,2024-09-11T00:00:00,virtual,active,free
card_001492,u_01271,2023-12-01T00:00:00,virtual,active,smart
card_001493,u_01271,2023-12-02T00:00:00,physical,active,smart
card_001494,u_01272,2024-10-11T00:00:00,virtual,active,smart
card_001495,u_01273,2024-04-07T00:00:00,virtual,active,free
card_001496,u_01274,2023-08-26T00:00:00,virtual,active,free
card_001497,u_01275,2024-07-22T00:00:00,virtual,active,free
card_001498,u_01276,2024-03-20T00:00:00,virtual,active,free
card_001499,u_01277,2024-11-30T00:00:00,virtual,active,free
card_001500,u_01278,2023-04-03T00:00:00,virtual,active,metal
card_001501,u_01278,2023-04-03T00:00:00,physical,active,metal
card_001502,u_01279,2023-09-11T00:00:00,virtual,blocked,free
card_001503,u_01280,2023-03-31T00:00:00,virtual,active,smart
card_001504,u_01281,2023-06-08T00:00:00,virtual,active,free
card_001505,u_01282,2024-10-13T00:00:00,virtual,active,free
card_001506,u_01283,2024-02-06T00:00:00,virtual,active,free
card_001507,u_01284,2024-01-10T00:00:00,virtual,blocked,metal
card_001508,u_01284,2024-01-07T00:00:00,physical,active,metal
card_001509,u_01285,2023-04-05T00:00:00,virtual,active,smart
card_001510,u_01286,2023-11-15T00:00:00,virtual,active,free
card_001511,u_01287,2024-01-09T00:00:00,virtual,active,free
card_001512,u_01288,2023-04-17T00:00:00,virtual,active,free
card_001513,u_01289,2023-04-02T00:00:00,virtual,active,smart
card_001514,u_01290,2024-03-18T00:00:00,virtual,active,free
card_001515,u_01291,2024-07-28T00:00:00,virtual,blocked,free
card_001516,u_01292,2023-04-20T00:00:00,virtual,active,free
card_001517,u_01293,2023-04-07T00:00:00,virtual,blocked,free
card_001518,u_01294,2024-07-26T00:00:00,virtual,active,free
card_001519,u_01295,2024-09-08T00:00:00,virtual,active,free
card_001520,u_01296,2024-02-04T00:00:00,virtual,active,free
card_001521,u_01297,2023-10-28T00:00:00,virtual,active,smart
card_001522,u_01298,2024-02-02T00:00:00,virtual,active,free
card_001523,u_01299,2024-07-28T00:00:00,virtual,active,free
card_001524,u_01300,2024-08-11T00:00:00,virtual,active,free
card_001525,u_01301,2024-01-26T00:00:00,virtual,active,free
card_001526,u_01302,2023-05-24T00:00:00,virtual,active,smart
card_001527,u_01303,2023-11-07T00:00:00,virtual,active,metal
card_001528,u_01303,2023-11-08T00:00:00,physical,blocked,metal
card_001529,u_01304,2024-05-23T00:00:00,virtual,cancelled,free
card_001530,u_01305,2023-03-09T00:00:00,virtual,active,free
card_001531,u_01306,2024-03-23T00:00:00,virtual,active,free
card_001532,u_01307,2024-03-10T00:00:00,virtual,blocked,free
card_001533,u_01308,2024-05-10T00:00:00,virtual,cancelled,smart
card_001534,u_01308,2024-05-15T00:00:00,physical,active,smart
card_001535,u_01309,2024-01-06T00:00:00,virtual,active,free
card_001536,u_01310,2023-09-10T00:00:00,virtual,active,free
card_001537,u_01311,2024-09-01T00:00:00,virtual,cancelled,free
card_001538,u_01312,2024-04-13T00:00:00,virtual,active,smart
card_001539,u_01313,2023-05-22T00:00:00,virtual,active,free
card_001540,u_01314,2023-01-11T00:00:00,virtual,active,smart
card_001541,u_01315,2023-12-11T00:00:00,virtual,blocked,free
card_001542,u_01316,2023-12-06T00:00:00,virtual,active,free
card_001543,u_01317,2023-12-11T00:00:00,virtual,active,free
card_001544,u_01318,2024-10-31T00:00:00,virtual,active,free
card_001545,u_01319,2023-11-09T00:00:00,virtual,active,free
card_001546,u_01320,2024-09-09T00:00:00,virtual,active,metal
card_001547,u_01321,2024-05-08T00:00:00,virtual,active,free
card_001548,u_01322,2023-07-05T00:00:00,virtual,blocked,metal
card_001549,u_01322,2023-07-05T00:00:00,physical,active,metal
card_001550,u_01323,2023-11-23T00:00:00,virtual,active,free
card_001551,u_01324,2024-10-12T00:00:00,virtual,active,smart
card_001552,u_01325,2024-08-14T00:00:00,virtual,active,free
card_001553,u_01326,2023-12-03T00:00:00,virtual,active,smart
card_001554,u_01327,2023-10-16T00:00:00,virtual,active,free
card_001555,u_01328,2024-01-14T00:00:00,virtual,active,free
card_001556,u_01329,2024-07-31T00:00:00,virtual,active,free
card_001557,u_01330,2024-09-01T00:00:00,virtual,active,free
card_001558,u_01331,2024-11-29T00:00:00,virtual,active,free
card_001559,u_01332,2024-04-22T00:00:00,virtual,active,free
card_001560,u_01333,2024-03-24T00:00:00,virtual,blocked,free
card_001561,u_01334,2023-03-12T00:00:00,virtual,cancelled,metal
card_001562,u_01334,2023-03-17T00:00:00,physical,active,metal
card_001563,u_01335,2024-11-23T00:00:00,virtual,active,metal
card_001564,u_01336,2023-05-27T00:00:00,virtual,active,free
card_001565,u_01337,2023-09-05T00:00:00,virtual,blocked,free
card_001566,u_01338,2024-11-10T00:00:00,virtual,active,smart
card_001567,u_01339,2024-03-13T00:00:00,virtual,active,free
card_001568,u_01340,2023-03-22T00:00:00,virtual,active,smart
card_001569,u_01341,2024-09-05T00:00:00,virtual,active,free
card_001570,u_01342,2024-08-22T00:00:00,virtual,active,free
card_001571,u_01343,2024-07-04T00:00:00,virtual,cancelled,free
card_001572,u_01344,2024-07-15T00:00:00,virtual,active,free
card_001573,u_01345,2024-01-06T00:00:00,virtual,active,smart
card_001574,u_01345,2024-01-06T00:00:00,physical,active,smart
card_001575,u_01346,2023-04-22T00:00:00,virtual,active,free
card_001576,u_01347,2024-11-06T00:00:00,virtual,active,free
card_001577,u_01348,2023-06-23T00:00:00,virtual,active,free
card_001578,u_01349,2024-08-04T00:00:00,virtual,active,smart
card_001579,u_01350,2023-12-09T00:00:00,virtual,active,free
card_001580,u_01351,2023-04-22T00:00:00,virtual,active,metal
card_001581,u_01352,2023-04-13T00:00:00,virtual,active,metal
card_001582,u_01352,2023-04-14T00:00:00,physical,active,metal
card_001583,u_01353,2023-08-16T00:00:00,virtual,active,smart
card_001584,u_01354,2024-04-05T00:00:00,virtual,active,free
card_001585,u_01355,2024-02-07T00:00:00,virtual,blocked,free
card_001586,u_01356,2024-11-29T00:00:00,virtual,active,metal
